Mod:Item:MetaData, Localized Name
enderio:block_not_unholy_dark_fused_quartz:7, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:8, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:9, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:10, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:11, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:12, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:13, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:14, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_quartz:15, Dark Fused Quartz
enderio:block_not_unholy_dark_fused_glass:0, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:1, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:2, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:3, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:4, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:5, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:6, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:7, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:8, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:9, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:10, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:11, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:12, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:13, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:14, Dark Clear Glass
enderio:block_not_unholy_dark_fused_glass:15, Dark Clear Glass
enderio:block_not_pasture_fused_quartz:0, Fused Quartz
enderio:block_not_pasture_fused_quartz:1, Fused Quartz
enderio:block_not_pasture_fused_quartz:2, Fused Quartz
enderio:block_not_pasture_fused_quartz:3, Fused Quartz
enderio:block_not_pasture_fused_quartz:4, Fused Quartz
enderio:block_not_pasture_fused_quartz:5, Fused Quartz
enderio:block_not_pasture_fused_quartz:6, Fused Quartz
enderio:block_not_pasture_fused_quartz:7, Fused Quartz
enderio:block_not_pasture_fused_quartz:8, Fused Quartz
enderio:block_not_pasture_fused_quartz:9, Fused Quartz
enderio:block_not_pasture_fused_quartz:10, Fused Quartz
enderio:block_not_pasture_fused_quartz:11, Fused Quartz
enderio:block_not_pasture_fused_quartz:12, Fused Quartz
enderio:block_not_pasture_fused_quartz:13, Fused Quartz
enderio:block_not_pasture_fused_quartz:14, Fused Quartz
enderio:block_not_pasture_fused_quartz:15, Fused Quartz
enderio:block_not_pasture_fused_glass:0, Quite Clear Glass
enderio:block_not_pasture_fused_glass:1, Quite Clear Glass
enderio:block_not_pasture_fused_glass:2, Quite Clear Glass
enderio:block_not_pasture_fused_glass:3, Quite Clear Glass
enderio:block_not_pasture_fused_glass:4, Quite Clear Glass
enderio:block_not_pasture_fused_glass:5, Quite Clear Glass
enderio:block_not_pasture_fused_glass:6, Quite Clear Glass
enderio:block_not_pasture_fused_glass:7, Quite Clear Glass
enderio:block_not_pasture_fused_glass:8, Quite Clear Glass
enderio:block_not_pasture_fused_glass:9, Quite Clear Glass
enderio:block_not_pasture_fused_glass:10, Quite Clear Glass
enderio:block_not_pasture_fused_glass:11, Quite Clear Glass
enderio:block_not_pasture_fused_glass:12, Quite Clear Glass
enderio:block_not_pasture_fused_glass:13, Quite Clear Glass
enderio:block_not_pasture_fused_glass:14, Quite Clear Glass
enderio:block_not_pasture_fused_glass:15, Quite Clear Glass
enderio:block_not_pasture_enlightened_fused_quartz:0, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:1, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:2, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:3, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:4, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:5, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:6, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:7, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:8, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:9, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:10, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:11, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:12, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:13, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:14, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_quartz:15, Enlightened Fused Quartz
enderio:block_not_pasture_enlightened_fused_glass:0, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:1, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:2, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:3, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:4, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:5, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:6, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:7, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:8, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:9, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:10, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:11, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:12, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:13, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:14, Enlightened Clear Glass
enderio:block_not_pasture_enlightened_fused_glass:15, Enlightened Clear Glass
enderio:block_not_pasture_dark_fused_quartz:0, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:1, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:2, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:3, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:4, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:5, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:6, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:7, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:8, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:9, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:10, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:11, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:12, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:13, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:14, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_quartz:15, Dark Fused Quartz
enderio:block_not_pasture_dark_fused_glass:0, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:1, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:2, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:3, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:4, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:5, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:6, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:7, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:8, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:9, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:10, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:11, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:12, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:13, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:14, Dark Clear Glass
enderio:block_not_pasture_dark_fused_glass:15, Dark Clear Glass
enderio:item_soul_vial, Soul Vial
enderio:block_detector_block:0, Block Detector
enderio:block_detector_block_silent:0, Block Detector (Silent)
enderio:item_dark_steel_helmet, Dark Helm
enderio:item_dark_steel_chestplate, Dark Plate
enderio:item_dark_steel_leggings, Dark Leggings
enderio:item_dark_steel_boots, Dark Boots
enderio:item_dark_steel_shield, Dark Shield
enderio:item_dark_steel_sword, The Ender
enderio:item_dark_steel_pickaxe, Dark Pick
enderio:item_dark_steel_axe, Dark Axe
enderio:item_dark_steel_bow, Dark Bow
enderio:item_dark_steel_shears, Dark Shears
enderio:item_dark_steel_treetap, Dark Treetap
enderio:item_dark_steel_crook, Dark Crook
enderio:item_dark_steel_hand, Dark Backhoe
enderio:item_inventory_charger_simple, Simple Inventory Charger
enderio:item_inventory_charger_basic, Basic Inventory Charger
enderio:item_inventory_charger, Inventory Charger
enderio:item_inventory_charger_vibrant, Vibrant Inventory Charger
enderio:item_end_steel_sword, The Ender Mk2
enderio:item_end_steel_pickaxe, Ender Pickaxe
enderio:item_end_steel_axe, Ender Axe
enderio:item_end_steel_bow, Ender Bow
enderio:item_end_steel_helmet, Ender Helm
enderio:item_end_steel_chestplate, Ender Plate
enderio:item_end_steel_leggings, Ender Leggings
enderio:item_end_steel_boots, Ender Boots
enderio:item_end_steel_shield, Ender Shield
enderio:item_staff_of_levity:0, Staff of Levity
enderio:item_staff_of_levity:0, Staff of Levity
enderio:item_dark_steel_upgrade:0, Blank Dark Steel Upgrade
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Micro Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Micro Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Mini Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Mini Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Pocket Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Pocket Anvil"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shirt"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shirt"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shoes"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shoes"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Hat"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Hat"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Pants"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Pants"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Elytra"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Elytra"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Revealing"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Revealing"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Naturalist's Eye"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Naturalist's Eye"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Night Vision"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Night Vision"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Simple Solar"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Simple Solar"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Sound Locator"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Sound Locator"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Spoon"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Spoon"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Flippers"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Flippers"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Robe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Robe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Boots"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Boots"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Leggings"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Leggings"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "The One Probe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "The One Probe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:block_death_pouch, Death Urn
enderio:item_owl_egg, Owl Egg
enderio:block_alloy_endergy:0, Crude Steel Block
enderio:block_alloy_endergy:1, Crystalline Alloy Block
enderio:block_alloy_endergy:2, Melodic Alloy Block
enderio:block_alloy_endergy:3, Stellar Alloy Block
enderio:block_alloy_endergy:4, Crystalline Pink Slime Block
enderio:block_alloy_endergy:5, Energetic Silver Block
enderio:block_alloy_endergy:6, Vivid Alloy Block
enderio:item_alloy_endergy_ingot:0, Crude Steel Ingot
enderio:item_alloy_endergy_ingot:1, Crystalline Alloy Ingot
enderio:item_alloy_endergy_ingot:2, Melodic Alloy Ingot
enderio:item_alloy_endergy_ingot:3, Stellar Alloy Ingot
enderio:item_alloy_endergy_ingot:4, Crystalline Pink Slime Ingot
enderio:item_alloy_endergy_ingot:5, Energetic Silver Ingot
enderio:item_alloy_endergy_ingot:6, Vivid Alloy Ingot
enderio:item_alloy_endergy_nugget:0, Crude Steel Nugget
enderio:item_alloy_endergy_nugget:1, Crystalline Alloy Nugget
enderio:item_alloy_endergy_nugget:2, Melodic Alloy Nugget
enderio:item_alloy_endergy_nugget:3, Stellar Alloy Nugget
enderio:item_alloy_endergy_nugget:4, Crystalline Pink Slime Nugget
enderio:item_alloy_endergy_nugget:5, Energetic Silver Nugget
enderio:item_alloy_endergy_nugget:6, Vivid Alloy Nugget
enderio:item_alloy_endergy_ball:0, Crude Steel Grinding Ball
enderio:item_alloy_endergy_ball:1, Crystalline Alloy Grinding Ball
enderio:item_alloy_endergy_ball:2, Melodic Alloy Grinding Ball
enderio:item_alloy_endergy_ball:3, Stellar Alloy Grinding Ball
enderio:item_alloy_endergy_ball:4, Crystalline Pink Slime Grinding Ball
enderio:item_alloy_endergy_ball:5, Energetic Silver Grinding Ball
enderio:item_alloy_endergy_ball:6, Vivid Alloy Grinding Ball
enderio:item_item_conduit:0, Item Conduit
enderio:item_liquid_conduit:0, Fluid Conduit
enderio:item_liquid_conduit:1, Pressurized Fluid Conduit
enderio:item_liquid_conduit:2, Ender Fluid Conduit
enderio:item_power_conduit:0, Energy Conduit
enderio:item_power_conduit:1, Enhanced Energy Conduit
enderio:item_power_conduit:2, Ender Energy Conduit
enderio:item_redstone_conduit:0, Redstone Conduit
enderio:item_extract_speed_upgrade:0, Extract Speed Upgrade
enderio:item_extract_speed_downgrade:0, Extract Speed Downgrade
enderio:item_me_conduit:0, ME Conduit
enderio:item_me_conduit:1, Dense ME Conduit
enderio:item_species_item_filter:0, Species Item Filter
enderio:block_inventory_panel, Inventory Panel
enderio:block_inventory_panel_sensor, Inventory Sensor
enderio:block_inventory_chest_tiny, Tiny Inventory System Storage
enderio:block_inventory_chest_small, Small Inventory System Storage
enderio:block_inventory_chest_medium, Medium Inventory System Storage
enderio:block_inventory_chest_big, Big Inventory System Storage
enderio:block_inventory_chest_large, Large Inventory System Storage
enderio:block_inventory_chest_huge, Huge Inventory System Storage
enderio:block_inventory_chest_enormous, Enormous Inventory System Storage
enderio:block_inventory_chest_warehouse, Inventory System Storage Warehouse
enderio:block_inventory_chest_warehouse13, Inventory System Storage Extended Warehouse
enderio:item_inventory_remote:0, Inventory Panel Remote
enderio:item_inventory_remote:0, Inventory Panel Remote
enderio:item_inventory_remote:1, Advanced Inventory Panel Remote
enderio:item_inventory_remote:1, Advanced Inventory Panel Remote
enderio:item_inventory_remote:2, Ender Inventory Panel Remote
enderio:item_inventory_remote:2, Ender Inventory Panel Remote
enderio:item_data_conduit:0, Data Conduit
enderio:block_simple_furnace, Simple Powered Furnace
enderio:block_simple_alloy_smelter, Simple Alloy Smelter
enderio:block_alloy_smelter, Alloy Smelter
enderio:block_enhanced_alloy_smelter, Enhanced Alloy Smelter
enderio:block_buffer:0, Item Buffer
enderio:block_buffer:1, Power Buffer
enderio:block_buffer:2, Omni Buffer
enderio:block_buffer:3, Creative Buffer
enderio:block_enchanter, Enchanter
enderio:block_farm_station, Farming Station
enderio:block_combustion_generator, Combustion Generator
enderio:block_enhanced_combustion_generator, Enhanced Combustion Generator
enderio:block_simple_stirling_generator, Simple Stirling Generator
enderio:block_stirling_generator, Stirling Generator
enderio:block_zombie_generator, Zombie Generator
enderio:block_franken_zombie_generator, Frank'n'Zombie Generator
enderio:block_ender_generator, Ender Generator
enderio:block_lava_generator, Lava Heat Exchanger
enderio:block_killer_joe, Killer Joe
enderio:block_electric_light:0, Electric Light
enderio:block_electric_light:1, Electric Light (Inverted)
enderio:block_electric_light:2, Light
enderio:block_electric_light:3, Light (Inverted)
enderio:block_electric_light:4, Wireless Light
enderio:block_electric_light:5, Wireless Light (Inverted)
enderio:block_attractor_obelisk, Attractor Obelisk
enderio:block_aversion_obelisk, Aversion Obelisk
enderio:block_inhibitor_obelisk, Inhibitor Obelisk
enderio:block_relocator_obelisk, Relocator Obelisk
enderio:block_weather_obelisk, Weather Obelisk
enderio:block_experience_obelisk, Experience Obelisk
enderio:block_painter, Painting Machine
enderio:block_reservoir, Endervoir
enderio:block_omni_reservoir, Omnivoir
enderio:block_simple_sag_mill, Simple SAG Mill
enderio:block_sag_mill, SAG Mill
enderio:block_enhanced_sag_mill, Enhanced SAG Mill
enderio:block_slice_and_splice, Slice'N'Splice
enderio:block_solar_panel:0, Simple Photovoltaic Cell
enderio:block_solar_panel:1, Photovoltaic Cell
enderio:block_solar_panel:2, Advanced Photovoltaic Cell
enderio:block_solar_panel:3, Vibrant Photovoltaic Cell
enderio:block_solar_panel:4, Crystalline Photovoltaic Cell
enderio:block_solar_panel:5, Melodic Photovoltaic Cell
enderio:block_solar_panel:6, Stellar Photovoltaic Cell
enderio:block_soul_binder, Soul Binder
enderio:block_powered_spawner, Powered Spawner
enderio:block_vat, The Vat
enderio:block_enhanced_vat, The Enhanced Vat
enderio:block_simple_wired_charger, Simple Wired Charger
enderio:block_wired_charger, Wired Charger
enderio:block_enhanced_wired_charger, Enhanced Wired Charger
enderio:block_wireless_charger, Wireless Charger
enderio:block_normal_wireless_charger, Wireless Charging Antenna
enderio:block_enhanced_wireless_charger, Enhanced Wireless Charging Antenna
enderio:block_wireless_charger_extension, Wireless Charging Antenna Extension
enderio:block_tank:0, Fluid Tank
enderio:block_tank:1, Pressurized Fluid Tank
enderio:block_transceiver, Dimensional Transceiver
enderio:block_vacuum_chest, Vacuum Chest
enderio:block_xp_vacuum, XP Vacuum
enderio:block_niard, The Niard
enderio:block_travel_anchor, Travel Anchor
enderio:block_tele_pad, Telepad Block
enderio:block_dialing_device, Dialing Device
enderio:block_impulse_hopper, Impulse Hopper
enderio:block_simple_crafter, Simple Crafter
enderio:block_crafter, Crafter
enderio:block_creative_spawner, Creative Spawner
enderio:block_cap_bank:0, Creative Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_gauge, Energy Gauge
enderio:block_power_monitor, Power Monitor
enderio:block_advanced_power_monitor, Graphical Power Monitor
enderio:item_capacitor_grainy, Grainy Capacitor
enderio:item_capacitor_crystalline, Crystalline Capacitor
enderio:item_capacitor_melodic, Melodic Capacitor
enderio:item_capacitor_stellar, Stellar Capacitor
enderio:item_capacitor_totemic, Totemic Capacitor
enderio:item_endergy_conduit:0, Crude Energy Conduit
enderio:item_endergy_conduit:1, Iron Energy Conduit
enderio:item_endergy_conduit:2, Aluminium Energy Conduit
enderio:item_endergy_conduit:3, Gold Energy Conduit
enderio:item_endergy_conduit:4, Copper Energy Conduit
enderio:item_endergy_conduit:5, Silver Energy Conduit
enderio:item_endergy_conduit:6, Electrum Energy Conduit
enderio:item_endergy_conduit:7, Energetic Silver Energy Conduit
enderio:item_endergy_conduit:8, Crystalline Energy Conduit
enderio:item_endergy_conduit:9, Crystalline Pink Slime Energy Conduit
enderio:item_endergy_conduit:10, Melodic Energy Conduit
enderio:item_endergy_conduit:11, Stellar Energy Conduit
enderio:item_capacitor_silver, Silver Capacitor
enderio:item_capacitor_energetic_silver, Endergetic Silver Capacitor
enderio:item_capacitor_vivid, Endergised Capacitor
enderio:item_stellar_alloy_sword, The Ender Mark IV
enderio:item_stellar_alloy_pickaxe, Stellar Pickaxe
enderio:item_stellar_alloy_axe, Stellar Axe
enderio:item_stellar_alloy_helmet, Stellar Helmet
enderio:item_stellar_alloy_boots, Stellar Boots
enderio:item_stellar_alloy_chestplate, Stellar Chestplate
enderio:item_stellar_alloy_leggings, Stellar Leggings
energycontrol:block_light:0, White Lamp
energycontrol:block_light:2, Orange Lamp
energycontrol:howler_alarm, Howler Alarm
energycontrol:industrial_alarm, Industrial Alarm
energycontrol:thermal_monitor, Thermal Monitor
energycontrol:info_panel, Industrial Information Panel
energycontrol:info_panel_extender, Information Panel Extender
energycontrol:holo_panel, Holographic Information Panel
energycontrol:holo_panel_extender, Holographic Panel Extender
energycontrol:info_panel_advanced, Advanced Information Panel
energycontrol:info_panel_advanced_extender, Advanced Panel Extender
energycontrol:range_trigger, Range Trigger
energycontrol:remote_thermo, Remote Thermal Monitor
energycontrol:kit_assembler, Kit Assembler
energycontrol:timer, Timer
energycontrol:item_upgrade:0, Range Upgrade
energycontrol:item_upgrade:1, Color Upgrade
energycontrol:item_upgrade:2, Touch Screen Upgrade
energycontrol:item_upgrade:3, Web Upgrade
energycontrol:thermometer, Thermometer
energycontrol:portable_panel, Portable Panel
energycontrol:item_kit:0, Energy Sensor Kit
energycontrol:item_kit:1, Counter Sensor Kit
energycontrol:item_kit:2, Liquid Sensor Kit
energycontrol:item_kit:18, EnderIO Sensor Kit
energycontrol:item_kit:3, Advanced Liquid Sensor Kit
energycontrol:item_kit:6, Remote Toggle Kit
energycontrol:item_kit:7, Remote Vanilla Kit
energycontrol:item_kit:8, Remote Inventory Kit
energycontrol:item_kit:9, Remote Redstone Kit
energycontrol:item_kit:10, Applied Energistics Sensor Kit
energycontrol:item_kit:13, Galacticraft Sensor Kit
energycontrol:item_card:0, Energy Sensor Card
energycontrol:item_card:1, Counter Sensor Card
energycontrol:item_card:2, Liquid Sensor Card
energycontrol:item_card:3, Advanced Liquid Sensor Card
energycontrol:item_card:10, Energy Array Card
energycontrol:item_card:11, Liquid Array Card
energycontrol:item_card:13, Remote Toggle Card
energycontrol:item_card:14, Remote Vanilla Card
energycontrol:item_card:15, Remote Inventory Card
energycontrol:item_card:16, Remote Redstone Card
energycontrol:item_card:18, Text Card
energycontrol:item_card:19, Time Card
